time,seconds_elapsed,z,y,x
1772025692483743500,0.083743408203125,-1.0976970375180244,-0.5832061309129,-0.1469156314499676
1772025692493740300,0.093740234375,-1.1359931581646203,-0.608724895311892,-0.07328150931000708
1772025692503738400,0.10373828125,-1.122084459799528,-0.5096414207473396,0.020223142208904026
1772025692513735200,0.113735107421875,-1.088499585583806,-0.38241935467422006,0.09199526986926794
1772025692523732500,0.123732421875,-1.0228712213754654,-0.3617828093588352,0.10780775602906942
1772025692533730300,0.133730224609375,-0.9943296020239591,-0.29296529372036456,0.20597280057445166
1772025692543727400,0.143727294921875,-1.0311416215926408,-0.19875527041107416,0.365498322750628
1772025692553725400,0.153725341796875,-0.996273137307167,-0.1278504271045327,0.5067623581796884
1772025692563722500,0.163722412109375,-0.8610814075291157,-0.08612754687964916,0.6007612229563295
1772025692573720600,0.173720458984375,-0.7315180390268564,-0.05967150163054466,0.6549494708701967
1772025692583717400,0.18371728515625,-0.6385474943846464,-0.02338993567675352,0.7197280863814055
1772025692593714400,0.19371435546875,-0.5303817186981439,0.04386778329908848,0.7744485414758324
1772025692603712300,0.203712158203125,-0.34901977389752864,0.13158639876246453,0.7890658265016972
1772025692613709600,0.21370947265625,-0.10913725106716156,0.19513883347958325,0.7466722074083983
1772025692623707400,0.223707275390625,0.10712474220097064,0.287852480751276,0.6772754305772483
1772025692633704400,0.233704345703125,0.2625771697193384,0.3735840140506625,0.623392156959325
1772025692643701200,0.243701171875,0.4406102623581886,0.4269891487628221,0.6000608196020126
1772025692653699300,0.25369921875,0.6059317574620247,0.47523178614526984,0.5993349895454942
1772025692663696400,0.2636962890625,0.7059750169694423,0.5571452224612236,0.5434760319404304
1772025692673694500,0.273694580078125,0.7774860094755888,0.6855448078811168,0.5245664565481245
1772025692683691300,0.283691162109375,0.8848124117285012,0.7694970565482974,0.5228082147039472
1772025692693689300,0.293689453125,1.0061305144548416,0.7152423192694782,0.575379528940469
1772025692703686400,0.303686279296875,1.1603513543516397,0.5995002631098032,0.6566448766112327
1772025692713683500,0.313683349609375,1.2949994787722825,0.5377545855537057,0.7744161005109548
1772025692723681500,0.323681640625,1.3563444665729998,0.5338745292499661,0.889510798677802
