time,seconds_elapsed,z,y,x
1772018019013469400,0.072469482421875,-0.006837754976004362,-0.027193518355488777,-0.010300510562956333
1772018019033436400,0.0924365234375,-0.011488985270261765,-0.014501776546239853,-0.06057300418615341
1772018019053403600,0.112403564453125,-0.01602577418088913,-0.015530010685324669,-0.042363241314888
1772018019073371400,0.132371337890625,0.00003511738032102585,-0.015627862885594368,0.02757483534514904
1772018019093338400,0.15233837890625,-0.010442477650940418,0.020303800702095032,0.07642652094364166
1772018019113306600,0.172306640625,-0.018712809309363365,0.0036681722849607468,0.02638932503759861
1772018019133273600,0.192273681640625,-0.021666012704372406,-0.025928419083356857,-0.009518075734376907
1772018019153241600,0.21224169921875,-0.008955573663115501,-0.0073054637759923935,0.0063065593130886555
1772018019173208600,0.23220849609375,-0.011819432489573956,0.0008732657879590988,0.009767342358827591
1772018019193176600,0.252176513671875,-0.014145860448479652,-0.008023002184927464,0.005778319202363491
1772018019213143600,0.2721435546875,-0.012987086549401283,-0.023883728310465813,0.01920424774289131
1772018019233111600,0.292111572265625,-0.010706314817070961,-0.009480115957558155,0.03985759615898132
1772018019253078500,0.31207861328125,-0.01007660012692213,-0.010027380660176277,0.027703190222382545
1772018019273046500,0.332046630859375,-0.006453287322074175,0.005442469380795956,0.005501219071447849
1772018019293013500,0.352013427734375,-0.008779659867286682,-0.00851825624704361,-0.0027290184516459703
1772018019312981500,0.3719814453125,-0.0075212460942566395,-0.022258130833506584,0.012071901001036167
1772018019332948500,0.391948486328125,-0.011802544817328453,-0.004162750206887722,0.0223463773727417
1772018019352916500,0.41191650390625,-0.008815757930278778,-0.010016029700636864,0.01859624870121479
1772018019372883500,0.431883544921875,-0.012193730100989342,-0.0008034426718950272,0.02201281674206257
1772018019392850700,0.4518505859375,-0.009465854614973068,-0.015635386109352112,0.00697900727391243
1772018019412818400,0.471818359375,-0.009228197857737541,-0.007747205905616283,-0.006894726771861315
1772018019432785400,0.491785400390625,-0.008172665722668171,-0.008484172634780407,0.015598060563206673
1772018019452753700,0.511753662109375,-0.00798066146671772,-0.006136505864560604,0.031036002561450005
1772018019472720600,0.531720703125,-0.010895716026425362,-0.0024222880601882935,0.03299076482653618
1772018019492688600,0.551688720703125,-0.014318831264972687,0.0018907738849520683,0.027699735015630722
1772018019512655600,0.571655517578125,-0.011461413465440273,-0.013910273090004921,0.018781468272209167
1772018019532624000,0.591623779296875,-0.006210909690707922,-0.019696444272994995,0.010004491545259953
1772018019552590600,0.611590576171875,-0.01522873155772686,0.007643311284482479,0.000027887406758964062
1772018019572558600,0.63155859375,-0.014049840159714222,0.0051359497010707855,-0.004513205029070377
1772018019592525800,0.65152587890625,-0.013636602088809013,-0.00048413313925266266,0.005445160437375307
1772018019612493800,0.671493896484375,-0.01557250414043665,-0.0019406983628869057,-0.0025244844146072865
1772018019632460500,0.69146044921875,-0.018733102828264236,-0.002972767222672701,-0.013808030635118484
1772018019652427800,0.711427734375,-0.01706525683403015,-0.006370418705046177,0.004705862607806921
1772018019672395800,0.731395751953125,-0.00694873696193099,-0.010807509534060955,0.02399660274386406
1772018019692362500,0.751362548828125,-0.005644003860652447,-0.014814682304859161,0.008881699293851852
1772018019712330500,0.77133056640625,-0.009167969226837158,-0.001137126237154007,-0.007664655335247517
1772018019732297700,0.791297607421875,-0.019933626055717468,0.017058994621038437,0.000004855683073401451
1772018019752265700,0.811265625,-0.010615101084113121,0.00042934343218803406,0.027422891929745674
1772018019772232700,0.831232666015625,-0.007579700089991093,-0.0018435735255479813,0.020888689905405045
1772018019792200400,0.851200439453125,-0.006176881957799196,-0.005770234391093254,-0.012508010491728783
1772018019812167700,0.871167724609375,-0.009754776954650879,0.00404244102537632,-0.0193382166326046
1772018019832135700,0.8911357421875,-0.010826831683516502,-0.0007567396387457848,0.010441910475492477
1772018019852102700,0.9111025390625,-0.004380118567496538,0.009234375320374966,0.03330621495842934
1772018019872070700,0.931070556640625,-0.0022661308757960796,-0.0067848036997020245,0.006443573161959648
1772018019892037600,0.95103759765625,-0.005290150176733732,-0.01174201164394617,-0.020228784531354904
1772018019912004600,0.971004638671875,-0.00057618273422122,-0.021403620019555092,-0.010536601766943932
1772018019931972900,0.990972900390625,-0.0035231029614806175,-0.0029153209179639816,0.023271290585398674
1772018019951939600,1.010939697265625,0.0015624393709003925,0.015037049539387226,0.025297554209828377
1772018019971907600,1.030907470703125,-0.005701095797121525,0.016684748232364655,0.0009068604558706284
1772018019991874800,1.050874755859375,-0.0004943297244608402,0.00011464767158031464,-0.015432963147759438
1772018020011842800,1.0708427734375,-0.0007153325714170933,-0.012670213356614113,-0.0010228639002889395
1772018020031809500,1.0908095703125,0.008595908060669899,0.0028799818828701973,0.01488992478698492
1772018020051777500,1.110777587890625,0.0008341355714946985,0.011657404713332653,0.007926956750452518
1772018020071744800,1.130744873046875,0.006976615637540817,0.004490399733185768,-0.009934602305293083
1772018020091711700,1.150711669921875,0.010149989277124405,-0.01082073338329792,-0.017434466630220413
1772018020111679500,1.170679443359375,0.013017376884818077,0.005798810161650181,-0.011321712285280228
1772018020131646700,1.190646728515625,0.004935530014336109,0.009339571930468082,0.0036171581596136093
1772018020151614700,1.21061474609375,0.008193555288016796,-0.009814158082008362,0.015601921826601028
1772018020171581700,1.230581787109375,0.014294540509581566,-0.01813395693898201,0.013616134412586689
1772018020191549400,1.250549560546875,0.011385943740606308,0.0021056290715932846,0.013079767115414143
1772018020211516700,1.2705166015625,0.008519108407199383,0.017920810729265213,0.0009514680132269859
1772018020231484700,1.290484619140625,0.009366557002067566,0.007942477241158485,0.00853069219738245
1772018020251451600,1.31045166015625,0.007815100252628326,0.001968911848962307,0.012044470757246017
1772018020271418600,1.330418701171875,0.013634282164275646,-0.0015909289941191673,0.00543250422924757
1772018020291386600,1.35038671875,0.007740963250398636,0.002469414845108986,-0.012753024697303772
1772018020311353600,1.370353515625,0.010599570348858833,-0.00812011118978262,-0.008291831240057945
1772018020331321600,1.390321533203125,0.004220836330205202,-0.009721029549837112,0.008509920910000801
1772018020351288600,1.41028857421875,-0.0008439631201326847,-0.01651075854897499,0.022192176431417465
1772018020371256600,1.430256591796875,0.004109180066734552,-0.02903897687792778,0.019814103841781616
1772018020391223600,1.4502236328125,0.0077603161334991455,-0.014749517664313316,0.009596885181963444
